ID,Expression,Answer
6153,245+24,269
6154,361+678,1039
6155,929+220,1149
6156,318+735,1053
6157,914+153,1067
6158,20+495,515
6159,256+568,824
6160,666+837,1503
6161,775+633,1408
6162,932+388,1320
6163,385+955,1340
6164,163+536,699
6165,645+340,985
6166,774+233,1007
6167,302+634,936
6168,616+288,904
6169,615+908,1523
6170,320+694,1014
6171,200+700,900
6172,264+270,534
6173,7+151,158
6174,857+85,942
6175,554+928,1482
6176,290+589,879
6177,990+648,1638
6178,994+688,1682
6179,907+360,1267
6180,522+459,981
6181,165+261,426
6182,778+131,909
6183,992+718,1710
6184,638+976,1614
6185,97+261,358
6186,55+202,257
6187,62+519,581
6188,51+246,297
6189,71+132,203
6190,863+230,1093
6191,670+873,1543
6192,361+992,1353
6193,578+327,905
6194,774+365,1139
6195,869+810,1679
6196,693+47,740
6197,942+419,1361
6198,575+707,1282
6199,418+712,1130
6200,668+660,1328
6201,560+76,636
6202,326+368,694
6203,624+679,1303
6204,858+977,1835
6205,463+504,967
6206,743+557,1300
6207,439+861,1300
6208,191+173,364
6209,740+661,1401
6210,477+239,716
6211,232+424,656
6212,515+604,1119
6213,372+229,601
6214,82+615,697
6215,447+286,733
6216,985+251,1236
6217,622+735,1357
6218,680+901,1581
6219,287+493,780
6220,642+156,798
6221,979+451,1430
6222,936+793,1729
6223,295+172,467
6224,800+188,988
6225,772+878,1650
6226,551+738,1289
6227,822+679,1501
6228,832+946,1778
6229,666+748,1414
6230,152+181,333
6231,466+985,1451
6232,877+957,1834
6233,953+139,1092
6234,200+654,854
6235,831+236,1067
6236,157+282,439
6237,849+730,1579
6238,509+15,524
6239,370+556,926
6240,969+966,1935
6241,575+649,1224
6242,40+280,320
6243,671+998,1669
6244,221+292,513
6245,628+268,896
6246,398+333,731
6247,743+428,1171
6248,259+219,478
6249,409+52,461
6250,493+710,1203
6251,648+96,744
6252,867+514,1381
6253,149+175,324
6254,839+873,1712
6255,521+509,1030
6256,825+559,1384
6257,198+688,886
6258,832+788,1620
6259,650+956,1606
6260,272+207,479
6261,268+387,655
6262,811+382,1193
6263,839+373,1212
6264,549+693,1242
6265,284+614,898
6266,22+829,851
6267,708+780,1488
6268,499+909,1408
6269,456+880,1336
6270,844+869,1713
6271,21+121,142
6272,276+259,535
6273,200+355,555
6274,499+60,559
6275,748+837,1585
6276,842+135,977
6277,136+640,776
6278,858+282,1140
6279,207+87,294
6280,264+834,1098
6281,180+643,823
6282,757+186,943
6283,373+926,1299
6284,108+567,675
6285,710+571,1281
6286,72+20,92
6287,376+24,400
6288,257+90,347
6289,932+390,1322
6290,610+553,1163
6291,329+528,857
6292,747+822,1569
6293,167+167,334
6294,478+518,996
6295,112+849,961
6296,667+54,721
6297,724+514,1238
6298,460+265,725
6299,785+967,1752
6300,321+91,412
6301,504+357,861
6302,264+147,411
6303,996+404,1400
6304,229+772,1001
6305,581+56,637
6306,4+414,418
6307,827+849,1676
6308,377+207,584
6309,825+866,1691
6310,566+51,617
6311,898+157,1055
6312,641+763,1404
6313,907+211,1118
6314,1+105,106
6315,176+543,719
6316,758+401,1159
6317,203+274,477
6318,990+24,1014
6319,492+14,506
6320,529+341,870
6321,683+373,1056
6322,650+44,694
6323,240+345,585
6324,470+927,1397
6325,155+511,666
6326,977+341,1318
6327,905+764,1669
6328,737+725,1462
6329,623+760,1383
6330,219+605,824
6331,599+30,629
6332,806+76,882
6333,226+856,1082
6334,854+866,1720
6335,450+403,853
6336,319+914,1233
6337,242+644,886
6338,810+770,1580
6339,782+458,1240
6340,239+384,623
6341,511+392,903
6342,812+325,1137
6343,108+283,391
6344,796+958,1754
6345,639+208,847
6346,756+412,1168
6347,642+473,1115
6348,358+459,817
6349,800+179,979
6350,949+364,1313
6351,909+454,1363
6352,531+374,905
6353,123+96,219
6354,363+73,436
6355,228+858,1086
6356,577+199,776
6357,50+350,400
6358,191+969,1160
6359,349+406,755
6360,686+305,991
6361,147+214,361
6362,246+494,740
6363,706+639,1345
6364,1+575,576
6365,608+458,1066
6366,839+90,929
6367,680+519,1199
6368,792+208,1000
6369,886+732,1618
6370,50+919,969
6371,96+873,969
6372,870+81,951
6373,685+358,1043
6374,296+253,549
6375,137+29,166
6376,828+998,1826
6377,462+240,702
6378,624+131,755
6379,749+653,1402
6380,685+179,864
6381,129+235,364
6382,901+71,972
6383,582+614,1196
6384,213+704,917
6385,113+670,783
6386,41+287,328
6387,121+641,762
6388,641+895,1536
6389,222+249,471
6390,970+219,1189
6391,486+818,1304
6392,892+331,1223
6393,672+906,1578
6394,331+787,1118
6395,165+117,282
6396,722+41,763
6397,638+794,1432
6398,709+450,1159
6399,270+79,349
6400,203+882,1085
6401,530+21,551
6402,870+713,1583
6403,923+524,1447
6404,527+512,1039
6405,720+836,1556
6406,267+659,926
6407,591+621,1212
6408,873+867,1740
6409,657+919,1576
6410,773+635,1408
6411,959+907,1866
6412,515+481,996
6413,49+100,149
6414,227+17,244
6415,420+37,457
6416,59+960,1019
6417,578+141,719
6418,411+53,464
6419,869+971,1840
6420,366+405,771
6421,663+955,1618
6422,732+627,1359
6423,625+300,925
6424,20+495,515
6425,232+369,601
6426,723+945,1668
6427,367+389,756
6428,628+551,1179
6429,508+54,562
6430,996+9,1005
6431,392+477,869
6432,583+265,848
6433,780+387,1167
6434,441+376,817
6435,221+710,931
6436,201+157,358
6437,772+960,1732
6438,316+73,389
6439,222+232,454
6440,16+141,157
6441,512+441,953
6442,203+98,301
6443,730+132,862
6444,931+394,1325
6445,185+5,190
6446,942+900,1842
6447,15+124,139
6448,330+303,633
6449,717+909,1626
6450,624+397,1021
6451,230+459,689
6452,510+778,1288
6453,62+518,580
6454,433+254,687
6455,148+746,894
6456,584+163,747
6457,121+865,986
6458,187+369,556
6459,131+451,582
6460,510+737,1247
6461,586+213,799
6462,566+779,1345
6463,671+180,851
6464,529+332,861
6465,322+375,697
6466,823+54,877
6467,201+357,558
6468,645+109,754
6469,557+6,563
6470,161+477,638
6471,289+895,1184
6472,757+500,1257
6473,987+816,1803
6474,940+402,1342
6475,870+541,1411
6476,190+110,300
6477,263+597,860
6478,728+48,776
6479,329+774,1103
6480,20+715,735
6481,994+713,1707
6482,838+3,841
6483,566+406,972
6484,722+297,1019
6485,789+836,1625
6486,508+742,1250
6487,246+249,495
6488,532+648,1180
6489,387+194,581
6490,563+264,827
6491,584+166,750
6492,903+30,933
6493,98+667,765
6494,921+639,1560
6495,779+551,1330
6496,314+679,993
6497,489+490,979
6498,432+826,1258
6499,999+823,1822
6500,229+278,507
6501,676+84,760
6502,765+584,1349
6503,274+36,310
6504,833+295,1128
6505,742+817,1559
6506,455+39,494
6507,711+161,872
6508,52+505,557
6509,221+784,1005
6510,971+557,1528
6511,385+662,1047
6512,223+426,649
6513,883+545,1428
6514,901+418,1319
6515,434+869,1303
6516,55+310,365
6517,618+113,731
6518,169+651,820
6519,463+696,1159
6520,484+70,554
6521,954+729,1683
6522,75+854,929
6523,521+103,624
6524,221+486,707
6525,316+132,448
6526,783+286,1069
6527,676+417,1093
6528,423+999,1422
6529,512+493,1005
6530,528+74,602
6531,762+734,1496
6532,638+551,1189
6533,553+76,629
6534,252+801,1053
6535,490+486,976
6536,464+371,835
6537,383+539,922
6538,836+375,1211
6539,414+818,1232
6540,98+538,636
6541,301+715,1016
6542,212+655,867
6543,546+986,1532
6544,941+33,974
6545,770+150,920
6546,116+631,747
6547,149+96,245
6548,30+912,942
6549,5+247,252
6550,909+316,1225
6551,721+935,1656
6552,149+696,845
6553,961+22,983
6554,249+528,777
6555,97+335,432
6556,143+241,384
6557,113+29,142
6558,164+535,699
6559,618+222,840
6560,411+805,1216
6561,823+888,1711
6562,479+585,1064
6563,296+176,472
6564,667+409,1076
6565,457+229,686
6566,986+575,1561
6567,388+362,750
6568,840+283,1123
6569,180+585,765
6570,391+227,618
6571,817+328,1145
6572,482+573,1055
6573,983+335,1318
6574,440+327,767
6575,199+66,265
6576,535+61,596
6577,228+831,1059
6578,448+42,490
6579,973+353,1326
6580,316+386,702
6581,998+757,1755
6582,638+400,1038
6583,199+423,622
6584,777+444,1221
6585,595+7,602
6586,729+680,1409
6587,730+215,945
6588,883+972,1855
6589,91+726,817
6590,394+796,1190
6591,206+274,480
6592,155+446,601
6593,408+565,973
6594,509+876,1385
6595,453+230,683
6596,895+45,940
6597,840+483,1323
6598,21+404,425
6599,186+459,645
6600,241+865,1106
6601,209+61,270
6602,721+665,1386
6603,694+428,1122
6604,955+595,1550
6605,913+849,1762
6606,546+299,845
6607,309+95,404
6608,337+396,733
6609,709+448,1157
6610,492+704,1196
6611,917+808,1725
6612,617+127,744
6613,778+84,862
6614,998+965,1963
6615,362+997,1359
6616,737+260,997
6617,233+76,309
6618,261+639,900
6619,494+742,1236
6620,529+452,981
6621,624+228,852
6622,785+184,969
6623,327+679,1006
6624,412+346,758
6625,895+113,1008
6626,993+180,1173
6627,30+914,944
6628,316+462,778
6629,185+780,965
6630,553+845,1398
6631,588+320,908
6632,468+758,1226
6633,728+790,1518
6634,640+750,1390
6635,105+399,504
6636,515+978,1493
6637,113+592,705
6638,600+846,1446
6639,830+520,1350
6640,791+325,1116
6641,47+384,431
6642,674+276,950
6643,342+771,1113
6644,244+971,1215
6645,356+33,389
6646,489+289,778
6647,635+294,929
6648,925+141,1066
6649,489+747,1236
6650,517+63,580
6651,205+145,350
6652,564+557,1121
6653,860+940,1800
6654,663+602,1265
6655,831+852,1683
6656,320+688,1008
6657,145+902,1047
6658,229+811,1040
6659,755+753,1508
6660,352+164,516
6661,893+618,1511
6662,23+745,768
6663,431+782,1213
6664,91+827,918
6665,834+521,1355
6666,127+314,441
6667,502+346,848
6668,887+637,1524
6669,921+525,1446
6670,39+648,687
6671,755+929,1684
6672,727+978,1705
6673,779+827,1606
6674,530+712,1242
6675,432+431,863
6676,502+820,1322
6677,991+357,1348
6678,53+648,701
6679,715+907,1622
6680,254+582,836
6681,451+379,830
6682,545+182,727
6683,34+692,726
6684,872+444,1316
6685,544+142,686
6686,714+395,1109
6687,22+859,881
6688,679+921,1600
6689,90+915,1005
6690,296+12,308
6691,912+348,1260
6692,838+297,1135
6693,622+712,1334
6694,693+187,880
6695,680+211,891
6696,618+874,1492
6697,493+484,977
6698,526+785,1311
6699,467+672,1139
6700,913+377,1290
6701,429+866,1295
6702,546+900,1446
6703,184+947,1131
6704,59+352,411
6705,349+966,1315
6706,164+531,695
6707,619+52,671
6708,398+405,803
6709,833+869,1702
6710,188+511,699
6711,291+107,398
6712,881+563,1444
6713,91+383,474
6714,273+811,1084
6715,26+366,392
6716,246+654,900
6717,448+249,697
6718,655+251,906
6719,151+58,209
6720,902+84,986
6721,412+167,579
6722,834+88,922
6723,765+346,1111
6724,499+759,1258
6725,656+208,864
6726,425+826,1251
6727,534+189,723
6728,193+519,712
6729,919+173,1092
6730,910+443,1353
6731,780+48,828
6732,530+220,750
6733,55+994,1049
6734,88+563,651
6735,370+897,1267
6736,464+375,839
6737,976+355,1331
6738,187+295,482
6739,97+40,137
6740,916+502,1418
6741,981+709,1690
6742,775+602,1377
6743,689+433,1122
6744,648+195,843
6745,405+736,1141
6746,851+700,1551
6747,925+410,1335
6748,753+161,914
6749,656+796,1452
6750,701+903,1604
6751,318+653,971
6752,225+473,698
6753,23+900,923
6754,430+304,734
6755,782+489,1271
6756,404+999,1403
6757,789+187,976
6758,32+687,719
6759,571+464,1035
6760,339+774,1113
6761,199+995,1194
6762,838+583,1421
6763,537+736,1273
6764,661+381,1042
6765,96+256,352
6766,26+629,655
6767,916+196,1112
6768,48+698,746
6769,463+456,919
6770,357+49,406
6771,935+299,1234
6772,227+918,1145
6773,241+911,1152
6774,883+592,1475
6775,157+378,535
6776,88+683,771
6777,17+30,47
6778,26+711,737
6779,217+535,752
6780,228+728,956
6781,480+987,1467
6782,672+686,1358
6783,206+904,1110
6784,178+405,583
6785,14+946,960
6786,772+991,1763
6787,774+893,1667
6788,766+81,847
6789,581+77,658
6790,434+841,1275
6791,58+793,851
6792,896+57,953
6793,541+70,611
6794,192+807,999
6795,656+315,971
6796,847+362,1209
6797,739+391,1130
6798,441+21,462
6799,697+546,1243
6800,621+117,738
6801,906+645,1551
6802,513+97,610
6803,222+956,1178
6804,563+844,1407
6805,204+736,940
6806,546+29,575
6807,740+480,1220
6808,762+231,993
6809,366+381,747
6810,390+557,947
6811,889+726,1615
6812,657+584,1241
6813,475+172,647
6814,776+179,955
6815,380+569,949
6816,267+264,531
6817,28+629,657
6818,729+176,905
6819,70+841,911
6820,295+495,790
6821,245+537,782
6822,742+728,1470
6823,90+608,698
6824,509+834,1343
6825,379+210,589
6826,196+802,998
6827,36+786,822
6828,747+209,956
6829,361+60,421
6830,362+127,489
6831,93+448,541
6832,589+553,1142
6833,314+232,546
6834,994+480,1474
6835,902+424,1326
6836,455+650,1105
6837,127+807,934
6838,374+116,490
6839,347+995,1342
6840,957+309,1266
6841,852+66,918
6842,878+550,1428
6843,107+171,278
6844,971+754,1725
6845,940+122,1062
6846,666+236,902
6847,322+759,1081
6848,959+927,1886
6849,245+386,631
6850,387+785,1172
6851,662+702,1364
6852,927+600,1527
6853,429+528,957
6854,901+70,971
6855,545+698,1243
6856,592+903,1495
6857,478+185,663
6858,519+379,898
6859,309+275,584
6860,933+292,1225
6861,366+635,1001
6862,749+224,973
6863,391+521,912
6864,117+949,1066
6865,15+144,159
6866,285+698,983
6867,254+191,445
6868,233+234,467
6869,71+51,122
6870,309+789,1098
6871,443+47,490
6872,929+443,1372
6873,549+597,1146
6874,242+746,988
6875,983+361,1344
6876,541+806,1347
6877,255+122,377
6878,994+326,1320
6879,499+66,565
6880,247+76,323
6881,648+550,1198
6882,760+315,1075
6883,311+449,760
6884,713+573,1286
6885,558+54,612
6886,934+246,1180
6887,224+936,1160
6888,330+132,462
6889,509+602,1111
6890,855+415,1270
6891,270+272,542
6892,229+378,607
6893,733+897,1630
6894,708+700,1408
6895,217+822,1039
6896,271+401,672
6897,422+78,500
6898,150+320,470
6899,805+758,1563
6900,197+539,736
6901,963+780,1743
6902,347+198,545
6903,992+769,1761
6904,941+205,1146
6905,66+743,809
6906,415+623,1038
6907,9+58,67
6908,357+939,1296
6909,332+918,1250
6910,478+427,905
6911,833+126,959
6912,447+361,808
6913,126+406,532
6914,47+242,289
6915,636+361,997
6916,446+810,1256
6917,5+596,601
6918,683+550,1233
6919,346+312,658
6920,363+741,1104
6921,981+137,1118
6922,869+190,1059
6923,381+527,908
6924,738+429,1167
6925,594+758,1352
6926,435+886,1321
6927,587+454,1041
6928,355+50,405
6929,901+36,937
6930,313+895,1208
6931,543+450,993
6932,643+188,831
6933,399+290,689
6934,495+247,742
6935,715+535,1250
6936,848+238,1086
6937,334+749,1083
6938,318+970,1288
6939,590+731,1321
6940,105+878,983
6941,394+706,1100
6942,763+122,885
6943,187+997,1184
6944,706+836,1542
6945,245+933,1178
6946,115+927,1042
6947,467+310,777
6948,277+706,983
6949,942+798,1740
6950,771+725,1496
6951,173+990,1163
6952,739+132,871
6953,264+241,505
6954,134+25,159
6955,190+318,508
6956,232+616,848
6957,367+348,715
6958,121+663,784
6959,588+419,1007
6960,88+114,202
6961,958+710,1668
6962,705+241,946
6963,445+303,748
6964,927+483,1410
6965,525+697,1222
6966,897+762,1659
6967,412+454,866
6968,827+212,1039
6969,423+913,1336
6970,522+858,1380
6971,188+370,558
6972,120+172,292
6973,28+848,876
6974,177+727,904
6975,698+807,1505
6976,653+494,1147
6977,696+853,1549
6978,280+73,353
6979,242+829,1071
6980,917+167,1084
6981,955+970,1925
6982,171+317,488
6983,335+998,1333
6984,406+64,470
6985,318+392,710
6986,112+758,870
6987,384+667,1051
6988,410+386,796
6989,745+392,1137
6990,523+657,1180
6991,915+969,1884
6992,357+422,779
6993,418+495,913
6994,801+738,1539
6995,899+756,1655
6996,698+991,1689
6997,174+66,240
6998,279+198,477
6999,489+594,1083
7000,37+256,293
7001,820+969,1789
7002,674+885,1559
7003,224+823,1047
7004,836+194,1030
7005,735+120,855
7006,400+623,1023
7007,300+207,507
7008,935+626,1561
7009,744+129,873
7010,151+909,1060
7011,257+655,912
7012,837+857,1694
7013,877+252,1129
7014,250+688,938
7015,906+557,1463
7016,938+319,1257
7017,546+515,1061
7018,148+348,496
7019,416+85,501
7020,122+841,963
7021,187+690,877
7022,442+541,983
7023,114+776,890
7024,528+284,812
7025,127+541,668
7026,424+19,443
7027,228+127,355
7028,219+584,803
7029,456+892,1348
7030,197+394,591
7031,376+104,480
7032,88+73,161
7033,49+304,353
7034,160+808,968
7035,960+628,1588
7036,698+777,1475
7037,889+629,1518
7038,908+249,1157
7039,914+289,1203
7040,791+226,1017
7041,35+108,143
7042,815+122,937
7043,429+322,751
7044,50+770,820
7045,109+261,370
7046,326+516,842
7047,642+189,831
7048,297+543,840
7049,127+953,1080
7050,582+298,880
7051,364+191,555
7052,453+792,1245
7053,804+390,1194
7054,761+870,1631
7055,445+761,1206
7056,625+439,1064
7057,698+332,1030
7058,33+775,808
7059,984+740,1724
7060,145+840,985
7061,894+354,1248
7062,890+412,1302
7063,736+873,1609
7064,583+579,1162
7065,992+781,1773
7066,830+391,1221
7067,299+927,1226
7068,285+49,334
7069,381+866,1247
7070,367+370,737
7071,447+23,470
7072,970+939,1909
7073,243+774,1017
7074,589+984,1573
7075,753+734,1487
7076,26+573,599
7077,332+600,932
7078,200+438,638
7079,996+684,1680
7080,792+763,1555
7081,146+786,932
7082,828+998,1826
7083,375+830,1205
7084,196+612,808
7085,277+440,717
7086,313+219,532
7087,33+33,66
7088,213+676,889
7089,345+771,1116
7090,17+116,133
7091,778+711,1489
7092,284+882,1166
7093,692+344,1036
7094,169+597,766
7095,573+755,1328
7096,893+917,1810
7097,602+681,1283
7098,521+265,786
7099,147+892,1039
7100,16+987,1003
7101,79+120,199
7102,766+338,1104
7103,1+598,599
7104,448+83,531
7105,240+590,830
7106,215+812,1027
7107,717+716,1433
7108,505+205,710
7109,339+215,554
7110,61+725,786
7111,763+118,881
7112,877+419,1296
7113,171+828,999
7114,166+57,223
7115,861+846,1707
7116,169+632,801
7117,483+87,570
7118,63+149,212
7119,726+328,1054
7120,490+389,879
7121,14+166,180
7122,31+955,986
7123,786+198,984
7124,358+907,1265
7125,450+166,616
7126,674+858,1532
7127,620+262,882
7128,703+165,868
7129,908+208,1116
7130,753+626,1379
7131,502+349,851
7132,116+636,752
7133,828+307,1135
7134,644+922,1566
7135,836+816,1652
7136,579+688,1267
7137,389+624,1013
7138,185+698,883
7139,332+323,655
7140,842+249,1091
7141,709+539,1248
7142,317+594,911
7143,453+167,620
7144,886+906,1792
7145,704+527,1231
7146,124+855,979
7147,876+620,1496
7148,813+46,859
7149,635+514,1149
7150,246+218,464
7151,413+268,681
7152,281+884,1165
7153,454+888,1342
7154,45+653,698
7155,573+734,1307
7156,6+144,150
7157,67+704,771
7158,407+618,1025
7159,972+706,1678
7160,253+236,489
7161,330+110,440
7162,234+719,953
7163,33+267,300
7164,344+961,1305
7165,926+482,1408
7166,793+993,1786
7167,796+728,1524
7168,394+53,447
7169,260+937,1197
7170,527+910,1437
7171,12+421,433
7172,137+23,160
7173,554+830,1384
7174,706+678,1384
7175,542+636,1178
7176,236+631,867
7177,356+741,1097
7178,864+555,1419
7179,975+8,983
7180,938+668,1606
7181,102+528,630
7182,10+690,700
7183,834+957,1791
7184,213+491,704
7185,169+26,195
7186,725+533,1258
7187,362+263,625
7188,933+501,1434
7189,43+927,970
7190,597+735,1332
7191,695+130,825
7192,709+697,1406
7193,713+855,1568
7194,127+21,148
7195,380+651,1031
7196,593+49,642
7197,646+578,1224
7198,572+251,823
7199,688+780,1468
7200,879+393,1272
7201,94+531,625
7202,241+301,542
7203,435+587,1022
7204,67+294,361
7205,400+194,594
7206,178+383,561
7207,965+183,1148
7208,859+282,1141
7209,30+161,191
7210,189+551,740
7211,47+226,273
7212,225+232,457
7213,377+126,503
7214,567+214,781
7215,409+240,649
7216,162+984,1146
7217,208+662,870
7218,679+19,698
7219,249+500,749
7220,297+862,1159
7221,131+747,878
7222,53+88,141
7223,560+781,1341
7224,746+800,1546
7225,714+288,1002
7226,903+832,1735
7227,105+373,478
7228,310+112,422
7229,714+516,1230
7230,623+490,1113
7231,951+524,1475
7232,694+398,1092
7233,153+136,289
7234,255+256,511
7235,550+925,1475
7236,329+786,1115
7237,392+376,768
7238,511+211,722
7239,290+153,443
7240,703+414,1117
7241,955+42,997
7242,360+768,1128
7243,317+880,1197
7244,933+265,1198
7245,859+811,1670
7246,92+752,844
7247,98+499,597
7248,530+896,1426
7249,275+487,762
7250,180+484,664
7251,332+470,802
7252,2+934,936
7253,722+197,919
7254,322+561,883
7255,402+108,510
7256,768+523,1291
7257,652+117,769
7258,688+113,801
7259,288+151,439
7260,189+134,323
7261,256+381,637
7262,8+592,600
7263,586+286,872
7264,713+38,751
7265,771+205,976
7266,452+513,965
7267,265+758,1023
7268,334+915,1249
7269,928+570,1498
7270,922+616,1538
7271,414+313,727
7272,840+553,1393
7273,338+339,677
7274,978+599,1577
7275,595+1,596
7276,150+624,774
7277,625+432,1057
7278,437+956,1393
7279,827+815,1642
7280,814+460,1274
7281,293+248,541
7282,10+913,923
7283,359+938,1297
7284,787+901,1688
7285,47+935,982
7286,82+80,162
